trip_date,ontime_trip_count,trip_count,ObjectId
2024/06/15 04:00:00+00,1853,1930,3952
2025/04/11 04:00:00+00,3768,3924,3953
2025/04/12 04:00:00+00,1924,2035,3954
2025/04/13 04:00:00+00,1808,1903,3955
2025/04/14 04:00:00+00,3694,4030,3956
2025/04/15 04:00:00+00,3933,4223,3957
2025/04/16 04:00:00+00,4015,4304,3958
2025/04/17 04:00:00+00,3984,4309,3959
2025/04/18 04:00:00+00,3558,3781,3960
2025/04/19 04:00:00+00,1924,2074,3961
2025/04/20 04:00:00+00,1837,1997,3962
2025/04/21 04:00:00+00,2425,2518,3963
2025/04/22 04:00:00+00,3736,3922,3964
2025/04/23 04:00:00+00,3958,4146,3965
2025/04/24 04:00:00+00,3875,4070,3966
2025/04/25 04:00:00+00,3586,3751,3967
2025/04/26 04:00:00+00,1717,1779,3968
2025/01/01 05:00:00+00,928,968,3969
2024/08/19 04:00:00+00,3167,3276,3970
2025/01/02 05:00:00+00,3183,3270,3971
2024/06/16 04:00:00+00,1686,1758,3972
2025/01/03 05:00:00+00,3388,3505,3973
2024/06/17 04:00:00+00,3395,3559,3974
2025/01/04 05:00:00+00,1716,1776,3975
2024/06/18 04:00:00+00,3549,3771,3976
2025/01/05 05:00:00+00,1562,1627,3977
2024/06/19 04:00:00+00,2369,2415,3978
2025/01/06 05:00:00+00,3487,3621,3979
2024/06/20 04:00:00+00,3460,3605,3980
2025/01/07 05:00:00+00,3760,3920,3981
2024/06/21 04:00:00+00,3218,3381,3982
2025/01/08 05:00:00+00,3626,3769,3983
2024/06/22 04:00:00+00,1709,1767,3984
2025/01/09 05:00:00+00,3764,3859,3985
2024/06/23 04:00:00+00,1456,1518,3986
2025/01/10 05:00:00+00,3650,3766,3987
2024/06/24 04:00:00+00,3332,3482,3988
2025/01/11 05:00:00+00,1668,1751,3989
2024/06/25 04:00:00+00,3686,3917,3990
2025/01/12 05:00:00+00,1543,1590,3991
2024/06/26 04:00:00+00,3594,3845,3992
2025/01/13 05:00:00+00,3592,3784,3993
2024/06/27 04:00:00+00,3539,3785,3994
2025/01/14 05:00:00+00,3879,4115,3995
2024/06/28 04:00:00+00,3413,3540,3996
2025/01/15 05:00:00+00,3875,4125,3997
2024/06/29 04:00:00+00,1707,1769,3998
2025/01/16 05:00:00+00,3912,4078,3999
2024/06/30 04:00:00+00,1428,1485,4000
2025/06/16 04:00:00+00,3542,3758,4001
2025/06/17 04:00:00+00,3875,4178,4002
2025/06/18 04:00:00+00,3935,4235,4003
2025/06/19 04:00:00+00,2385,2489,4004
2025/06/20 04:00:00+00,3534,3731,4005
2025/06/21 04:00:00+00,2046,2198,4006
2025/06/22 04:00:00+00,1693,1770,4007
2025/06/23 04:00:00+00,3550,3707,4008
2025/06/24 04:00:00+00,3588,3770,4009
2025/06/25 04:00:00+00,3819,4014,4010
2025/06/26 04:00:00+00,3783,4167,4011
2025/06/27 04:00:00+00,3616,3859,4012
2025/06/28 04:00:00+00,1874,1991,4013
2025/06/29 04:00:00+00,1781,1867,4014
2025/06/30 04:00:00+00,3571,3710,4015
2025/07/01 04:00:00+00,3791,3955,4016
2025/07/02 04:00:00+00,3824,3957,4017
2025/07/03 04:00:00+00,3590,3756,4018
2025/07/04 04:00:00+00,1588,1679,4019
2025/07/05 04:00:00+00,1730,1781,4020
2025/07/06 04:00:00+00,1700,1745,4021
2025/07/07 04:00:00+00,3478,3590,4022
2025/07/08 04:00:00+00,3901,4072,4023
2025/07/09 04:00:00+00,3826,4088,4024
2025/07/10 04:00:00+00,3600,3871,4025
2025/07/11 04:00:00+00,3610,3826,4026
2025/07/12 04:00:00+00,1888,1982,4027
2025/07/13 04:00:00+00,1765,1830,4028
2025/07/14 04:00:00+00,3720,3878,4029
2025/07/15 04:00:00+00,3974,4232,4030
2025/07/16 04:00:00+00,3863,4147,4031
2025/07/17 04:00:00+00,3744,3966,4032
2025/07/18 04:00:00+00,3613,3780,4033
2025/07/19 04:00:00+00,1950,2050,4034
2025/07/20 04:00:00+00,1714,1779,4035
2025/07/21 04:00:00+00,3629,3765,4036
2025/07/22 04:00:00+00,3979,4220,4037
2025/07/23 04:00:00+00,3954,4179,4038
2025/07/24 04:00:00+00,3802,3944,4039
2025/07/25 04:00:00+00,3544,3699,4040
2025/07/26 04:00:00+00,1899,2044,4041
2025/07/27 04:00:00+00,1649,1730,4042
2025/07/28 04:00:00+00,3612,3713,4043
2025/07/29 04:00:00+00,3880,4024,4044
2025/07/30 04:00:00+00,3749,3909,4045
2025/07/31 04:00:00+00,3673,3916,4046
