trip_date,ontime_trip_count,trip_count,ObjectId
2014/07/01 04:00:00+00,5479,5884,1
2014/07/02 04:00:00+00,5297,5612,2
2014/07/03 04:00:00+00,4959,5306,3
2014/07/04 04:00:00+00,1530,1558,4
2014/07/05 04:00:00+00,2420,2580,5
2014/07/06 04:00:00+00,2202,2369,6
2014/07/07 04:00:00+00,5048,5332,7
2014/07/08 04:00:00+00,5492,5925,8
2014/07/09 04:00:00+00,5668,6163,9
2014/07/10 04:00:00+00,5487,6027,10
2014/07/11 04:00:00+00,5142,5531,11
2014/07/12 04:00:00+00,2597,2835,12
2014/07/13 04:00:00+00,2312,2472,13
2014/07/14 04:00:00+00,5163,5459,14
2014/07/15 04:00:00+00,5504,5905,15
2014/07/16 04:00:00+00,5264,5766,16
2014/07/17 04:00:00+00,5406,6008,17
2014/07/18 04:00:00+00,4842,5555,18
2014/07/19 04:00:00+00,2506,2772,19
2014/07/20 04:00:00+00,2255,2414,20
2014/07/21 04:00:00+00,5069,5272,21
2014/07/22 04:00:00+00,5614,6174,22
2014/07/23 04:00:00+00,5469,5902,23
2014/07/24 04:00:00+00,5350,5805,24
2014/07/25 04:00:00+00,5108,5431,25
2014/07/26 04:00:00+00,2577,2759,26
2014/07/27 04:00:00+00,2113,2181,27
2014/07/28 04:00:00+00,4697,5069,28
2014/07/29 04:00:00+00,5450,5890,29
2014/07/30 04:00:00+00,5578,5975,30
2014/07/31 04:00:00+00,5291,5766,31
2014/08/01 04:00:00+00,4847,5529,32
2014/08/02 04:00:00+00,2388,2617,33
2014/08/03 04:00:00+00,2302,2415,34
2014/08/04 04:00:00+00,5258,5523,35
2014/08/05 04:00:00+00,5574,5981,36
2014/08/06 04:00:00+00,5700,6146,37
2014/08/07 04:00:00+00,5578,6023,38
2014/08/08 04:00:00+00,5267,5668,39
2014/08/09 04:00:00+00,2691,2897,40
2014/08/10 04:00:00+00,2353,2520,41
2014/08/11 04:00:00+00,5041,5295,42
2014/08/12 04:00:00+00,5560,5960,43
2014/08/13 04:00:00+00,5142,5534,44
2014/08/14 04:00:00+00,5473,6068,45
2014/08/15 04:00:00+00,5200,5666,46
2014/08/16 04:00:00+00,2652,2857,47
2014/08/17 04:00:00+00,2238,2368,48
2014/08/18 04:00:00+00,4991,5194,49
2014/08/19 04:00:00+00,5404,5852,50
2014/10/09 04:00:00+00,5614,6648,51
2014/10/10 04:00:00+00,5443,6178,52
2014/10/11 04:00:00+00,2639,2774,53
2014/10/12 04:00:00+00,2416,2543,54
2014/10/13 04:00:00+00,2765,2825,55
2014/10/14 04:00:00+00,5658,6437,56
2014/10/15 04:00:00+00,5785,6642,57
2014/10/16 04:00:00+00,5439,6390,58
2014/10/17 04:00:00+00,5349,5925,59
2014/10/18 04:00:00+00,2747,3039,60
2014/10/19 04:00:00+00,2241,2380,61
2014/10/20 04:00:00+00,5402,5947,62
2014/10/21 04:00:00+00,5963,6582,63
2014/10/22 04:00:00+00,5496,6448,64
2014/10/23 04:00:00+00,5076,6060,65
2014/10/24 04:00:00+00,5382,6039,66
2014/10/25 04:00:00+00,2831,3145,67
2014/10/26 04:00:00+00,2290,2417,68
2014/10/27 04:00:00+00,5318,5898,69
2014/10/28 04:00:00+00,5696,6565,70
2014/10/29 04:00:00+00,5865,6621,71
2014/10/30 04:00:00+00,5622,6423,72
2014/10/31 04:00:00+00,5239,5884,73
2014/11/01 04:00:00+00,2608,2792,74
2014/11/02 04:00:00+00,2005,2091,75
2014/11/03 05:00:00+00,5358,6141,76
2014/11/04 05:00:00+00,5705,6527,77
2014/11/05 05:00:00+00,6064,6755,78
2014/11/06 05:00:00+00,5580,6627,79
2014/11/07 05:00:00+00,5648,6258,80
2014/11/08 05:00:00+00,2905,3257,81
2014/11/09 05:00:00+00,2468,2608,82
2014/11/10 05:00:00+00,5720,6120,83
2014/11/11 05:00:00+00,4801,5222,84
2014/11/12 05:00:00+00,5921,6736,85
2014/11/13 05:00:00+00,6028,6906,86
2014/11/14 05:00:00+00,5507,6127,87
2014/11/15 05:00:00+00,2802,3105,88
2014/11/16 05:00:00+00,2407,2524,89
2014/11/17 05:00:00+00,5025,5856,90
2014/11/18 05:00:00+00,5767,6683,91
2014/11/19 05:00:00+00,6128,6894,92
2014/11/20 05:00:00+00,6065,6871,93
2014/11/21 05:00:00+00,5623,6257,94
2014/11/22 05:00:00+00,2800,3066,95
2014/11/23 05:00:00+00,2514,2644,96
2014/11/24 05:00:00+00,5164,5940,97
2014/11/25 05:00:00+00,5527,6524,98
2014/11/26 05:00:00+00,4662,4966,99
2014/11/27 05:00:00+00,2862,3136,100
2014/08/20 04:00:00+00,5517,6000,101
2014/08/21 04:00:00+00,5392,5717,102
2014/08/22 04:00:00+00,5090,5406,103
2014/08/23 04:00:00+00,2387,2618,104
2014/08/24 04:00:00+00,2270,2407,105
2014/08/25 04:00:00+00,4913,5241,106
2014/08/26 04:00:00+00,5429,5858,107
2014/08/27 04:00:00+00,5437,5852,108
2014/08/28 04:00:00+00,5212,5640,109
2014/08/29 04:00:00+00,4918,5294,110
2014/08/30 04:00:00+00,2558,2719,111
2014/08/31 04:00:00+00,2353,2445,112
2014/09/01 04:00:00+00,1847,1896,113
2014/09/02 04:00:00+00,5189,5761,114
2014/09/03 04:00:00+00,5480,6339,115
2014/09/04 04:00:00+00,5388,6356,116
2014/09/05 04:00:00+00,5085,5889,117
2014/09/06 04:00:00+00,2762,3034,118
2014/09/07 04:00:00+00,2423,2570,119
2014/09/08 04:00:00+00,5110,5888,120
2014/09/09 04:00:00+00,5520,6510,121
2014/09/10 04:00:00+00,5747,6417,122
2014/09/11 04:00:00+00,5508,6592,123
2014/09/12 04:00:00+00,5205,5970,124
2014/09/13 04:00:00+00,2338,2692,125
2014/09/14 04:00:00+00,2466,2666,126
2014/09/15 04:00:00+00,5202,5835,127
2014/09/16 04:00:00+00,5762,6457,128
2014/09/17 04:00:00+00,5693,6489,129
2014/09/18 04:00:00+00,5441,6391,130
2014/09/19 04:00:00+00,5230,5840,131
2014/09/20 04:00:00+00,2666,2903,132
2014/09/21 04:00:00+00,2344,2509,133
2014/09/22 04:00:00+00,5229,5811,134
2014/09/23 04:00:00+00,5436,6380,135
2014/09/24 04:00:00+00,5608,6495,136
2014/09/25 04:00:00+00,5436,5943,137
2014/09/26 04:00:00+00,5114,5645,138
2014/09/27 04:00:00+00,2603,2939,139
2014/09/28 04:00:00+00,2376,2547,140
2014/09/29 04:00:00+00,5166,5653,141
2014/09/30 04:00:00+00,5160,6112,142
2014/10/01 04:00:00+00,5350,6351,143
2014/10/02 04:00:00+00,5314,6249,144
2014/10/03 04:00:00+00,5467,6143,145
2014/10/04 04:00:00+00,2623,2880,146
2014/10/05 04:00:00+00,2446,2653,147
2014/10/06 04:00:00+00,5212,5963,148
2014/10/07 04:00:00+00,5607,6620,149
2014/10/08 04:00:00+00,5672,6470,150
2014/11/28 05:00:00+00,2630,2694,151
2014/11/29 05:00:00+00,2390,2497,152
2014/11/30 05:00:00+00,2149,2225,153
2014/12/01 05:00:00+00,5340,5913,154
2014/12/02 05:00:00+00,5914,6640,155
2014/12/03 05:00:00+00,5617,6986,156
2014/12/04 05:00:00+00,5880,6839,157
2014/12/05 05:00:00+00,5710,6245,158
2014/12/06 05:00:00+00,2737,3011,159
2014/12/07 05:00:00+00,2314,2615,160
2014/12/08 05:00:00+00,5536,6239,161
2014/12/09 05:00:00+00,4963,5924,162
2014/12/10 05:00:00+00,5609,6785,163
2014/12/11 05:00:00+00,5640,6789,164
2014/12/12 05:00:00+00,5631,6158,165
2014/12/13 05:00:00+00,2751,3185,166
2014/12/14 05:00:00+00,2476,2640,167
2014/12/15 05:00:00+00,5380,6023,168
2014/12/16 05:00:00+00,5775,6742,169
2014/12/17 05:00:00+00,5787,6697,170
2014/12/18 05:00:00+00,5803,6721,171
2014/12/19 05:00:00+00,5586,6127,172
2014/12/20 05:00:00+00,2695,3003,173
2014/12/21 05:00:00+00,2530,2692,174
2014/12/22 05:00:00+00,5245,5801,175
2014/12/23 05:00:00+00,5203,5891,176
2014/12/24 05:00:00+00,3983,4143,177
2014/12/25 05:00:00+00,2256,2412,178
2014/12/26 05:00:00+00,2800,2857,179
2014/12/27 05:00:00+00,2261,2364,180
2014/12/28 05:00:00+00,2245,2288,181
2014/12/29 05:00:00+00,4664,4814,182
2014/12/30 05:00:00+00,5113,5347,183
2014/12/31 05:00:00+00,4655,4807,184
2015/01/01 05:00:00+00,1260,1275,185
2015/01/02 05:00:00+00,4169,4326,186
2015/01/03 05:00:00+00,2448,2596,187
2015/01/04 05:00:00+00,1953,2031,188
2015/01/05 05:00:00+00,5452,5905,189
2015/01/06 05:00:00+00,5617,6239,190
2015/01/07 05:00:00+00,5758,6294,191
2015/01/08 05:00:00+00,5051,5359,192
2015/01/09 05:00:00+00,5167,5624,193
2015/01/10 05:00:00+00,2594,2740,194
2015/01/11 05:00:00+00,2289,2384,195
2015/01/12 05:00:00+00,5437,5916,196
2015/01/13 05:00:00+00,6023,6626,197
2015/01/14 05:00:00+00,6160,6590,198
2015/01/15 05:00:00+00,5390,6306,199
2015/01/16 05:00:00+00,5561,6115,200
2015/04/29 04:00:00+00,5712,6773,201
2015/04/30 04:00:00+00,5560,6655,202
2015/05/01 04:00:00+00,5379,6286,203
2015/05/02 04:00:00+00,2742,3325,204
2015/05/03 04:00:00+00,2251,2688,205
2015/05/04 04:00:00+00,5366,6076,206
2015/05/05 04:00:00+00,5251,6783,207
2015/05/06 04:00:00+00,5814,6727,208
2015/05/07 04:00:00+00,5284,6738,209
2015/05/08 04:00:00+00,5156,6311,210
2015/05/09 04:00:00+00,2501,3150,211
2015/05/10 04:00:00+00,2190,2841,212
2015/05/11 04:00:00+00,4957,5794,213
2015/05/12 04:00:00+00,5368,6565,214
2015/05/13 04:00:00+00,5518,6626,215
2015/05/14 04:00:00+00,5439,6594,216
2015/05/15 04:00:00+00,5085,6051,217
2015/05/16 04:00:00+00,2643,3039,218
2015/05/17 04:00:00+00,2253,2608,219
2015/05/18 04:00:00+00,5210,6014,220
2015/05/19 04:00:00+00,5206,6508,221
2015/05/20 04:00:00+00,5209,6571,222
2015/05/21 04:00:00+00,5446,6697,223
2015/05/22 04:00:00+00,5082,5865,224
2015/05/23 04:00:00+00,2717,2948,225
2015/05/24 04:00:00+00,2261,2568,226
2015/05/25 04:00:00+00,2027,2080,227
2015/05/26 04:00:00+00,5318,6173,228
2015/05/27 04:00:00+00,5313,6448,229
2015/05/28 04:00:00+00,4924,6479,230
2015/05/29 04:00:00+00,4984,5855,231
2015/05/30 04:00:00+00,2660,2917,232
2015/05/31 04:00:00+00,2181,2365,233
2015/06/01 04:00:00+00,4878,5814,234
2015/06/02 04:00:00+00,5071,6290,235
2015/06/03 04:00:00+00,5668,6676,236
2015/06/04 04:00:00+00,5672,6646,237
2015/06/05 04:00:00+00,5248,6094,238
2015/06/06 04:00:00+00,2919,3213,239
2015/06/07 04:00:00+00,2322,2665,240
2015/06/08 04:00:00+00,5376,5811,241
2015/06/09 04:00:00+00,5749,6529,242
2015/06/10 04:00:00+00,5621,6661,243
2015/06/11 04:00:00+00,5681,6737,244
2015/06/12 04:00:00+00,5308,6107,245
2015/06/13 04:00:00+00,2740,3090,246
2015/06/14 04:00:00+00,2449,2705,247
2015/06/15 04:00:00+00,4800,5571,248
2015/06/16 04:00:00+00,5580,6514,249
2015/06/17 04:00:00+00,5782,6582,250
2015/06/18 04:00:00+00,5607,6528,251
2015/06/19 04:00:00+00,5135,5868,252
2015/06/20 04:00:00+00,2883,3195,253
2015/06/21 04:00:00+00,2096,2246,254
2015/06/22 04:00:00+00,5267,5719,255
2015/06/23 04:00:00+00,5312,5978,256
2015/06/24 04:00:00+00,5223,6466,257
2015/06/25 04:00:00+00,5307,6325,258
2015/06/26 04:00:00+00,5196,5680,259
2015/06/27 04:00:00+00,2705,2909,260
2015/06/28 04:00:00+00,1865,1928,261
2015/06/29 04:00:00+00,5059,5442,262
2015/06/30 04:00:00+00,5461,6075,263
2015/07/01 04:00:00+00,5328,5790,264
2015/07/02 04:00:00+00,5430,6149,265
2015/07/03 04:00:00+00,3317,3410,266
2015/07/04 04:00:00+00,2247,2471,267
2015/07/05 04:00:00+00,2138,2294,268
2015/07/06 04:00:00+00,5197,5536,269
2015/07/07 04:00:00+00,5595,6034,270
2015/07/08 04:00:00+00,5769,6330,271
2015/07/09 04:00:00+00,5723,6380,272
2015/07/10 04:00:00+00,5202,5780,273
2015/07/11 04:00:00+00,2659,2948,274
2015/07/12 04:00:00+00,2323,2528,275
2015/07/13 04:00:00+00,5194,5666,276
2015/07/14 04:00:00+00,5558,6376,277
2015/07/15 04:00:00+00,5765,6469,278
2015/07/16 04:00:00+00,5640,6676,279
2015/07/17 04:00:00+00,5275,5790,280
2015/07/18 04:00:00+00,2673,2848,281
2015/07/19 04:00:00+00,2223,2454,282
2015/07/20 04:00:00+00,5103,5503,283
2015/07/21 04:00:00+00,5603,6104,284
2015/07/22 04:00:00+00,5763,6412,285
2015/07/23 04:00:00+00,5787,6479,286
2015/07/24 04:00:00+00,5186,5645,287
2015/07/25 04:00:00+00,2799,2963,288
2015/07/26 04:00:00+00,2220,2366,289
2015/07/27 04:00:00+00,5151,5586,290
2015/07/28 04:00:00+00,5538,6150,291
2015/07/29 04:00:00+00,5780,6216,292
2015/07/30 04:00:00+00,5387,6020,293
2015/07/31 04:00:00+00,5148,5698,294
2015/08/01 04:00:00+00,2747,3027,295
2015/08/02 04:00:00+00,2458,2684,296
2015/08/03 04:00:00+00,5182,5549,297
2015/08/04 04:00:00+00,5544,6149,298
2015/08/05 04:00:00+00,5749,6477,299
2015/08/06 04:00:00+00,5695,6366,300
2015/01/17 05:00:00+00,2585,2716,301
2015/01/18 05:00:00+00,2203,2305,302
2015/01/19 05:00:00+00,2772,2910,303
2015/01/20 05:00:00+00,5792,6446,304
2015/01/21 05:00:00+00,6159,6655,305
2015/01/22 05:00:00+00,6095,6540,306
2015/01/23 05:00:00+00,5633,6242,307
2015/01/24 05:00:00+00,1454,1565,308
2015/01/25 05:00:00+00,1970,2057,309
2015/01/26 05:00:00+00,4549,5605,310
2015/01/28 05:00:00+00,1379,1457,311
2015/01/29 05:00:00+00,2967,5340,312
2015/01/30 05:00:00+00,4086,5410,313
2015/01/31 05:00:00+00,2249,2492,314
2015/02/01 05:00:00+00,2135,2362,315
2015/02/02 05:00:00+00,1093,1409,316
2015/02/03 05:00:00+00,2453,3929,317
2015/02/04 05:00:00+00,2645,5657,318
2015/02/05 05:00:00+00,3816,5664,319
2015/02/06 05:00:00+00,3483,5911,320
2015/02/07 05:00:00+00,2296,2962,321
2015/02/08 05:00:00+00,1219,1353,322
2015/02/09 05:00:00+00,1053,1184,323
2015/02/10 05:00:00+00,2192,2358,324
2015/02/11 05:00:00+00,2492,5424,325
2015/02/12 05:00:00+00,3437,5684,326
2015/02/13 05:00:00+00,3118,5599,327
2015/02/14 05:00:00+00,1914,2593,328
2015/02/16 05:00:00+00,1462,1655,329
2015/02/17 05:00:00+00,3327,4882,330
2015/02/18 05:00:00+00,3571,5708,331
2015/02/19 05:00:00+00,4274,6035,332
2015/02/20 05:00:00+00,4458,5915,333
2015/02/21 05:00:00+00,2276,2790,334
2015/02/22 05:00:00+00,1506,1602,335
2015/02/23 05:00:00+00,4297,5837,336
2015/02/24 05:00:00+00,3909,6392,337
2015/02/25 05:00:00+00,3900,6489,338
2015/02/26 05:00:00+00,4594,6624,339
2015/02/27 05:00:00+00,4372,6309,340
2015/02/28 05:00:00+00,2462,3194,341
2015/03/01 05:00:00+00,2026,2391,342
2015/03/02 05:00:00+00,4657,5727,343
2015/03/03 05:00:00+00,4471,6853,344
2015/03/04 05:00:00+00,4841,6695,345
2015/03/05 05:00:00+00,5369,6713,346
2015/03/06 05:00:00+00,4363,6425,347
2015/03/07 05:00:00+00,2704,3251,348
2015/03/08 05:00:00+00,2176,2460,349
2015/03/09 04:00:00+00,5293,6297,350
2015/03/10 04:00:00+00,5153,6878,351
2015/03/11 04:00:00+00,5144,6992,352
2015/03/12 04:00:00+00,5855,6949,353
2015/03/13 04:00:00+00,5541,6395,354
2015/03/14 04:00:00+00,2629,2905,355
2015/03/15 04:00:00+00,2173,2346,356
2015/03/16 04:00:00+00,5115,6016,357
2015/03/17 04:00:00+00,5646,6647,358
2015/03/18 04:00:00+00,6038,6825,359
2015/03/19 04:00:00+00,6003,6832,360
2015/03/20 04:00:00+00,5671,6086,361
2015/03/21 04:00:00+00,2759,3007,362
2015/03/22 04:00:00+00,2247,2420,363
2015/03/23 04:00:00+00,5711,6207,364
2015/03/24 04:00:00+00,5987,6688,365
2015/03/25 04:00:00+00,5987,6855,366
2015/03/26 04:00:00+00,5769,6691,367
2015/03/27 04:00:00+00,5350,6160,368
2015/03/28 04:00:00+00,2703,2882,369
2015/03/29 04:00:00+00,2395,2682,370
2015/03/30 04:00:00+00,5359,5960,371
2015/03/31 04:00:00+00,5749,6472,372
2015/04/01 04:00:00+00,5863,6785,373
2015/04/02 04:00:00+00,5756,6636,374
2015/04/03 04:00:00+00,5280,5993,375
2015/04/04 04:00:00+00,2704,3074,376
2015/04/05 04:00:00+00,2521,3077,377
2015/04/06 04:00:00+00,5290,5856,378
2015/04/07 04:00:00+00,5656,6758,379
2015/04/08 04:00:00+00,5897,6777,380
2015/04/09 04:00:00+00,5367,6862,381
2015/04/10 04:00:00+00,5211,6103,382
2015/04/11 04:00:00+00,2793,3112,383
2015/04/12 04:00:00+00,2342,2594,384
2015/04/13 04:00:00+00,5271,6069,385
2015/04/14 04:00:00+00,5409,6733,386
2015/04/15 04:00:00+00,5568,6933,387
2015/04/16 04:00:00+00,5325,6756,388
2015/04/17 04:00:00+00,5478,6289,389
2015/04/18 04:00:00+00,2696,3012,390
2015/04/19 04:00:00+00,2279,2599,391
2015/04/20 04:00:00+00,3175,3351,392
2015/04/21 04:00:00+00,5630,6330,393
2015/04/22 04:00:00+00,5834,6464,394
2015/04/23 04:00:00+00,5652,6347,395
2015/04/24 04:00:00+00,5789,6568,396
2015/04/25 04:00:00+00,2750,3013,397
2015/04/26 04:00:00+00,2305,2543,398
2015/04/27 04:00:00+00,5366,6103,399
2015/04/28 04:00:00+00,5704,6594,400
2016/02/23 05:00:00+00,4914,5359,401
2016/02/24 05:00:00+00,4817,5367,402
2016/02/25 05:00:00+00,4749,5223,403
2016/02/26 05:00:00+00,4496,4956,404
2016/02/27 05:00:00+00,2283,2464,405
2016/02/28 05:00:00+00,1895,2004,406
2016/02/29 05:00:00+00,4485,4815,407
2016/03/01 05:00:00+00,4983,5389,408
2016/03/02 05:00:00+00,5229,5663,409
2016/03/03 05:00:00+00,5077,5600,410
2016/03/04 05:00:00+00,4459,4839,411
2016/03/05 05:00:00+00,2360,2561,412
2016/03/06 05:00:00+00,2081,2216,413
2016/03/07 05:00:00+00,4610,5006,414
2016/03/08 05:00:00+00,4900,5459,415
2016/03/09 05:00:00+00,4940,5677,416
2016/03/10 05:00:00+00,4933,5536,417
2016/03/11 05:00:00+00,4523,5111,418
2016/03/12 05:00:00+00,2270,2511,419
2016/03/13 05:00:00+00,1844,2011,420
2016/03/14 04:00:00+00,4427,4841,421
2016/03/15 04:00:00+00,4482,5103,422
2016/03/16 04:00:00+00,5060,5494,423
2016/03/17 04:00:00+00,4652,5199,424
2016/03/18 04:00:00+00,4686,5111,425
2016/03/19 04:00:00+00,2237,2576,426
2016/03/20 04:00:00+00,1808,1962,427
2016/03/21 04:00:00+00,3413,3537,428
2016/03/22 04:00:00+00,4980,5575,429
2016/03/23 04:00:00+00,5242,5746,430
2016/03/24 04:00:00+00,4851,5377,431
2016/03/25 04:00:00+00,4290,4652,432
2016/03/26 04:00:00+00,2175,2312,433
2016/03/27 04:00:00+00,2053,2521,434
2016/03/28 04:00:00+00,4380,4719,435
2016/03/29 04:00:00+00,4864,5391,436
2016/03/30 04:00:00+00,5114,5624,437
2016/03/31 04:00:00+00,4742,5229,438
2016/04/01 04:00:00+00,4585,4988,439
2016/04/02 04:00:00+00,2201,2408,440
2016/04/03 04:00:00+00,1564,1627,441
2016/04/04 04:00:00+00,3783,4353,442
2016/04/05 04:00:00+00,4824,5510,443
2016/04/06 04:00:00+00,5045,5745,444
2016/04/07 04:00:00+00,4745,5524,445
2016/04/08 04:00:00+00,4649,5288,446
2016/04/09 04:00:00+00,2271,2447,447
2016/04/10 04:00:00+00,2021,2184,448
2016/04/11 04:00:00+00,4564,5164,449
2016/04/12 04:00:00+00,5063,5512,450
2015/11/15 05:00:00+00,2342,2510,451
2015/11/16 05:00:00+00,5430,6023,452
2015/11/17 05:00:00+00,5437,6492,453
2015/11/18 05:00:00+00,5851,6629,454
2015/11/19 05:00:00+00,5464,6415,455
2015/11/20 05:00:00+00,4897,5784,456
2015/11/21 05:00:00+00,2500,2812,457
2015/11/22 05:00:00+00,2209,2465,458
2015/11/23 05:00:00+00,4742,5556,459
2015/11/24 05:00:00+00,4978,5842,460
2015/11/25 05:00:00+00,4391,4727,461
2015/11/26 05:00:00+00,2238,2615,462
2015/11/27 05:00:00+00,2405,2446,463
2015/11/28 05:00:00+00,1852,1931,464
2015/11/29 05:00:00+00,1627,1721,465
2015/11/30 05:00:00+00,4640,5168,466
2015/12/01 05:00:00+00,4942,5632,467
2015/12/02 05:00:00+00,4657,5585,468
2015/12/03 05:00:00+00,4772,5695,469
2015/12/04 05:00:00+00,4466,5208,470
2015/12/05 05:00:00+00,2414,2751,471
2015/12/06 05:00:00+00,2047,2245,472
2015/12/07 05:00:00+00,4560,5235,473
2015/12/08 05:00:00+00,4813,5542,474
2015/12/09 05:00:00+00,5357,5868,475
2015/12/10 05:00:00+00,4895,5533,476
2015/12/11 05:00:00+00,4715,5190,477
2015/12/12 05:00:00+00,2327,2642,478
2015/12/13 05:00:00+00,2117,2274,479
2015/12/14 05:00:00+00,4564,5023,480
2015/12/15 05:00:00+00,4681,5482,481
2015/12/16 05:00:00+00,4994,5766,482
2015/12/17 05:00:00+00,4636,5469,483
2015/12/18 05:00:00+00,4356,5125,484
2015/12/19 05:00:00+00,2345,2597,485
2015/12/20 05:00:00+00,2037,2174,486
2015/12/21 05:00:00+00,4405,4801,487
2015/12/22 05:00:00+00,4312,4963,488
2015/12/23 05:00:00+00,4445,4774,489
2015/12/24 05:00:00+00,3150,3259,490
2015/12/25 05:00:00+00,1814,1949,491
2015/12/26 05:00:00+00,1696,1758,492
2015/12/27 05:00:00+00,1856,1918,493
2015/12/28 05:00:00+00,3617,3742,494
2015/12/29 05:00:00+00,3436,3633,495
2015/12/30 05:00:00+00,4121,4392,496
2015/12/31 05:00:00+00,3884,4140,497
2016/01/01 05:00:00+00,1236,1265,498
2016/01/02 05:00:00+00,1977,2106,499
2016/01/03 05:00:00+00,1978,2114,500
2015/08/07 04:00:00+00,5345,5805,501
2015/08/08 04:00:00+00,2803,3026,502
2015/08/09 04:00:00+00,2310,2512,503
2015/08/10 04:00:00+00,5265,5571,504
2015/08/11 04:00:00+00,5550,6040,505
2015/08/12 04:00:00+00,5723,6367,506
2015/08/13 04:00:00+00,5754,6356,507
2015/08/14 04:00:00+00,5301,5835,508
2015/08/15 04:00:00+00,2752,2979,509
2015/08/16 04:00:00+00,2436,2719,510
2015/08/17 04:00:00+00,5064,5363,511
2015/08/18 04:00:00+00,5481,5989,512
2015/08/19 04:00:00+00,5710,6139,513
2015/08/20 04:00:00+00,5339,6105,514
2015/08/21 04:00:00+00,4971,5438,515
2015/08/22 04:00:00+00,2607,2775,516
2015/08/23 04:00:00+00,2244,2449,517
2015/08/24 04:00:00+00,5016,5299,518
2015/08/25 04:00:00+00,5465,5819,519
2015/08/26 04:00:00+00,5548,6149,520
2015/08/27 04:00:00+00,5632,6098,521
2015/08/28 04:00:00+00,5106,5606,522
2015/08/29 04:00:00+00,2477,2784,523
2015/08/30 04:00:00+00,2171,2464,524
2015/08/31 04:00:00+00,5059,5506,525
2015/09/01 04:00:00+00,5287,6070,526
2015/09/02 04:00:00+00,5597,6060,527
2015/09/03 04:00:00+00,5736,6373,528
2015/09/04 04:00:00+00,5301,5778,529
2015/09/05 04:00:00+00,2813,3032,530
2015/09/06 04:00:00+00,2416,2682,531
2015/09/07 04:00:00+00,2135,2219,532
2015/09/08 04:00:00+00,5334,6311,533
2015/09/09 04:00:00+00,5635,6669,534
2015/09/10 04:00:00+00,5381,6681,535
2015/09/11 04:00:00+00,5064,6018,536
2015/09/12 04:00:00+00,2786,3159,537
2015/09/13 04:00:00+00,2351,2550,538
2015/09/14 04:00:00+00,5295,5859,539
2015/09/15 04:00:00+00,5424,6318,540
2015/09/16 04:00:00+00,5583,6770,541
2015/09/17 04:00:00+00,5548,6610,542
2015/09/18 04:00:00+00,5336,6333,543
2015/09/19 04:00:00+00,2630,3052,544
2015/09/20 04:00:00+00,2291,2549,545
2015/09/21 04:00:00+00,5211,5972,546
2015/09/22 04:00:00+00,5789,6487,547
2015/09/23 04:00:00+00,5640,6058,548
2015/09/24 04:00:00+00,5643,6524,549
2015/09/25 04:00:00+00,5277,5979,550
2015/09/26 04:00:00+00,2728,2949,551
2015/09/27 04:00:00+00,2319,2625,552
2015/09/28 04:00:00+00,5363,5790,553
2015/09/29 04:00:00+00,5497,6320,554
2015/09/30 04:00:00+00,4885,6051,555
2015/10/01 04:00:00+00,5714,6633,556
2015/10/02 04:00:00+00,5215,5945,557
2015/10/03 04:00:00+00,2837,3023,558
2015/10/04 04:00:00+00,2399,2691,559
2015/10/05 04:00:00+00,5546,6206,560
2015/10/06 04:00:00+00,5632,6616,561
2015/10/07 04:00:00+00,6017,6963,562
2015/10/08 04:00:00+00,5774,6750,563
2015/10/09 04:00:00+00,5249,6025,564
2015/10/10 04:00:00+00,2662,3066,565
2015/10/11 04:00:00+00,2375,2650,566
2015/10/12 04:00:00+00,2993,3160,567
2015/10/13 04:00:00+00,5333,6500,568
2015/10/14 04:00:00+00,5956,6981,569
2015/10/15 04:00:00+00,5688,6705,570
2015/10/16 04:00:00+00,5421,6205,571
2015/10/17 04:00:00+00,2755,3045,572
2015/10/18 04:00:00+00,2284,2482,573
2015/10/19 04:00:00+00,5530,6183,574
2015/10/20 04:00:00+00,5896,6752,575
2015/10/21 04:00:00+00,5879,6778,576
2015/10/22 04:00:00+00,5949,6829,577
2015/10/23 04:00:00+00,5254,5907,578
2015/10/24 04:00:00+00,2757,3024,579
2015/10/25 04:00:00+00,2384,2585,580
2015/10/26 04:00:00+00,5459,6060,581
2015/10/27 04:00:00+00,5824,6631,582
2015/10/28 04:00:00+00,5826,6544,583
2015/10/29 04:00:00+00,5227,6378,584
2015/10/30 04:00:00+00,5446,6077,585
2015/10/31 04:00:00+00,2653,2822,586
2015/11/01 04:00:00+00,2283,2453,587
2015/11/02 05:00:00+00,5645,6143,588
2015/11/03 05:00:00+00,5913,6683,589
2015/11/04 05:00:00+00,6071,6857,590
2015/11/05 05:00:00+00,5815,6696,591
2015/11/06 05:00:00+00,5622,6273,592
2015/11/07 05:00:00+00,2561,2954,593
2015/11/08 05:00:00+00,2476,2697,594
2015/11/09 05:00:00+00,5526,6071,595
2015/11/10 05:00:00+00,5753,6716,596
2015/11/11 05:00:00+00,4759,5221,597
2015/11/12 05:00:00+00,5678,6577,598
2015/11/13 05:00:00+00,5537,6157,599
2015/11/14 05:00:00+00,2838,3076,600
2016/01/04 05:00:00+00,4454,4753,601
2016/01/05 05:00:00+00,4725,5102,602
2016/01/06 05:00:00+00,4881,5348,603
2016/01/07 05:00:00+00,4836,5302,604
2016/01/08 05:00:00+00,4557,4994,605
2016/01/09 05:00:00+00,2250,2409,606
2016/01/10 05:00:00+00,1581,1659,607
